SLOT,Player,matched_player_name,Team,Week,match_status,ps_player_id,ps_player_name,ps_player_display_name,ps_position,ps_position_group,ps_headshot_url,ps_season,ps_week,ps_season_type,ps_game_id,ps_team,ps_opponent_team,ps_completions,ps_attempts,ps_passing_yards,ps_passing_tds,ps_passing_interceptions,ps_sacks_suffered,ps_sack_yards_lost,ps_sack_fumbles,ps_sack_fumbles_lost,ps_passing_air_yards,ps_passing_yards_after_catch,ps_passing_first_downs,ps_passing_epa,ps_passing_cpoe,ps_passing_2pt_conversions,ps_pacr,ps_carries,ps_rushing_yards,ps_rushing_tds,ps_rushing_fumbles,ps_rushing_fumbles_lost,ps_rushing_first_downs,ps_rushing_epa,ps_rushing_2pt_conversions,ps_receptions,ps_targets,ps_receiving_yards,ps_receiving_tds,ps_receiving_fumbles,ps_receiving_fumbles_lost,ps_receiving_air_yards,ps_receiving_yards_after_catch,ps_receiving_first_downs,ps_receiving_epa,ps_receiving_2pt_conversions,ps_racr,ps_target_share,ps_air_yards_share,ps_wopr,ps_special_teams_tds,ps_def_tackles_solo,ps_def_tackles_with_assist,ps_def_tackle_assists,ps_def_tackles_for_loss,ps_def_tackles_for_loss_yards,ps_def_fumbles_forced,ps_def_sacks,ps_def_sack_yards,ps_def_qb_hits,ps_def_interceptions,ps_def_interception_yards,ps_def_pass_defended,ps_def_tds,ps_def_fumbles,ps_def_safeties,ps_misc_yards,ps_fumble_recovery_own,ps_fumble_recovery_yards_own,ps_fumble_recovery_opp,ps_fumble_recovery_yards_opp,ps_fumble_recovery_tds,ps_penalties,ps_penalty_yards,ps_punt_returns,ps_punt_return_yards,ps_kickoff_returns,ps_kickoff_return_yards,ps_fg_made,ps_fg_att,ps_fg_missed,ps_fg_blocked,ps_fg_long,ps_fg_pct,ps_fg_made_0_19,ps_fg_made_20_29,ps_fg_made_30_39,ps_fg_made_40_49,ps_fg_made_50_59,ps_fg_made_60_,ps_fg_missed_0_19,ps_fg_missed_20_29,ps_fg_missed_30_39,ps_fg_missed_40_49,ps_fg_missed_50_59,ps_fg_missed_60_,ps_fg_made_list,ps_fg_missed_list,ps_fg_blocked_list,ps_fg_made_distance,ps_fg_missed_distance,ps_fg_blocked_distance,ps_pat_made,ps_pat_att,ps_pat_missed,ps_pat_blocked,ps_pat_pct,ps_gwfg_made,ps_gwfg_att,ps_gwfg_missed,ps_gwfg_blocked,ps_gwfg_distance,ps_fantasy_points,ps_fantasy_points_ppr,ps_rb_first_downs,ps_rush_10plus,dst_game_id,dst_team,dst_opponent_team,dst_fantasy_pts,dst_def_sacks,dst_def_interceptions,dst_fumble_recovery_opp,dst_def_tds,dst_def_safeties,dst_def_fumbles_forced,dst_def_qb_hits,dst_def_tackles_for_loss,dst_points_allowed
Bench,Cooper Kupp,Cooper Kupp,LUND,1,matched,00-0033908,C.Kupp,Cooper Kupp,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpaxi9rsedlg9sdr5quw",2025,1,REG,2025_01_SF_SEA,SEA,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,3,15,0,0,0,20,3,0,-1.960867792888786,0,0.75,0.13636363636363635,0.10152284263959391,0.27561144439317026,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.5,3.5,0,0,,,,,,,,,,,,,
Bench,Xavier Legette,Xavier Legette,LUND,1,matched,00-0039342,X.Legette,Xavier Legette,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7",2025,1,REG,2025_01_CAR_JAX,CAR,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,7,10,0,0,0,61,-3,0,-10.263983418932185,0,0.16393442622950818,0.20588235294117646,0.22676579925650558,0.46755958889131866,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,4.0,0,0,,,,,,,,,,,,,
Bench,Jake Ferguson,Jake Ferguson,LUND,1,matched,00-0038041,J.Ferguson,Jake Ferguson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebdz1yf8ky2mscdvyv1v",2025,1,REG,2025_01_DAL_PHI,DAL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,6,23,0,0,0,35,8,0,0.368815861933399,0,0.6571428571428571,0.18181818181818182,0.10638297872340426,0.3471953578336557,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.3000000000000003,7.300000000000001,0,0,,,,,,,,,,,,,
Bench,Najee Harris,Najee Harris,LUND,1,matched,00-0036893,N.Harris,Najee Harris,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",2025,1,REG,2025_01_KC_LAC,LAC,KC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,5,0,0,0,0,0.11939167929813266,0,1,1,5,0,0,0,5,0,0,-0.07633862248621881,0,1.0,0.029411764705882353,0.014619883040935672,0.054351565187478496,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,2.0,0,0,,,,,,,,,,,,,
Bench,Jordan Love,Jordan Love,LUND,1,matched,00-0036264,J.Love,Jordan Love,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",2025,1,REG,2025_01_DET_GB,GB,DET,16,22,188,2,0,0,0,0,0,253,39,8,10.06529425203067,13.074940307573838,0,0.7430830039525692,3,4,0,0,0,1,-0.09109412686666474,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,15.92,15.92,0,0,,,,,,,,,,,,,
QB,Jayden Daniels,Jayden Daniels,LUND,2,matched,00-0039910,J.Daniels,Jayden Daniels,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrdweg39v1ay4zoc0lgp",2025,2,REG,2025_02_WAS_GB,WAS,GB,24,42,200,2,0,4,-21,0,0,279,107,10,-9.158630191520102,-7.198357805609703,1,0.7168458781362007,7,17,0,0,0,0,-2.190746269072406,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,19.7,19.7,0,0,,,,,,,,,,,,,
RB,Ashton Jeanty,Ashton Jeanty,LUND,2,matched,00-0040122,A.Jeanty,Ashton Jeanty,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",2025,2,REG,2025_02_LAC_LV,LV,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,11,43,0,0,0,3,-0.9693267117254436,0,3,4,1,0,0,0,-27,20,0,-3.2103737085708417,0,-0.037037037037037035,0.09302325581395349,-0.09278350515463918,0.0745864301126828,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.4,7.4,3,2,,,,,,,,,,,,,
RB,James Cook III,James Cook,LUND,2,matched,00-0037248,J.Cook,James Cook,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs",2025,2,REG,2025_02_BUF_NYJ,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,21,132,2,1,0,6,5.149757655789195,0,1,1,3,0,0,0,-6,9,0,-0.283248855790589,0,-0.5,0.04,-0.0410958904109589,0.03123287671232877,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,25.5,26.5,6,2,,,,,,,,,,,,,
WR,Amon-Ra St. Brown,Amon-Ra St. Brown,LUND,2,matched,00-0036963,A.St. Brown,Amon-Ra St. Brown,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i",2025,2,REG,2025_02_CHI_DET,DET,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,7,0,0,0,1,0.906413561431691,0,9,11,115,3,0,0,88,48,7,12.751285790533686,0,1.3068181818181819,0.39285714285714285,0.32116788321167883,0.8141032325338895,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,30.200000000000003,39.2,0,0,,,,,,,,,,,,,
WR,Garrett Wilson,Garrett Wilson,LUND,2,matched,00-0037740,G.Wilson,Garrett Wilson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",2025,2,REG,2025_02_BUF_NYJ,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,4,8,50,0,1,0,73,8,2,-0.8570834649144672,0,0.684931506849315,0.38095238095238093,0.42441860465116277,0.8685215946843854,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.0,9.0,0,0,,,,,,,,,,,,,
TE,Tucker Kraft,Tucker Kraft,LUND,2,matched,00-0038996,T.Kraft,Tucker Kraft,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yr6nj1zqaqg6nbdnxu3q",2025,2,REG,2025_02_WAS_GB,GB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6,7,124,1,0,0,56,72,5,10.67915960465325,0,2.2142857142857144,0.25925925925925924,0.13725490196078433,0.48496732026143785,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,18.4,24.4,0,0,,,,,,,,,,,,,
FLEX,Zay Flowers,Zay Flowers,LUND,2,matched,00-0039064,Z.Flowers,Zay Flowers,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqqh8gmxdpo55qwpsszj",2025,2,REG,2025_02_CLE_BAL,BAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,4,0,0,0,0,-0.21887502167373896,0,7,11,75,0,0,0,134,24,3,3.692928177304566,0,0.5597014925373134,0.39285714285714285,0.4908424908424908,0.9328754578754579,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.9,14.9,0,0,,,,,,,,,,,,,
D/ST,Packers,GB Defense,LUND,2,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_02_WAS_GB,GB,WAS,5.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,18.0
K,Harrison Butker,Harrison Butker,LUND,2,matched,00-0033303,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ove4pmnrtqtuyta6rrlc",2025,2,REG,2025_02_PHI_KC,KC,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,56,0.5,0,0,0,0,1,0,0,0,0,0,1,0,56,58,,56,58,0,2,2,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,
Bench,Jerry Jeudy,Jerry Jeudy,LUND,2,matched,00-0036407,J.Jeudy,Jerry Jeudy,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,2,REG,2025_02_CLE_BAL,CLE,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,4,8,51,0,0,0,105,9,2,-1.431483883294277,0,0.4857142857142857,0.1951219512195122,0.33653846153846156,0.5282598499061915,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.1000000000000005,9.100000000000001,0,0,,,,,,,,,,,,,
Bench,David Montgomery,David Montgomery,LUND,2,matched,00-0035685,D.Montgomery,David Montgomery,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeb6fq4zimgkksq7uari",2025,2,REG,2025_02_CHI_DET,DET,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,11,57,1,0,0,4,-1.1956276367418468,0,1,1,4,0,0,0,-7,11,0,-0.20447937329299748,0,-0.5714285714285714,0.03571428571428571,-0.025547445255474453,0.03568821689259645,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.100000000000001,13.100000000000001,4,2,,,,,,,,,,,,,
Bench,Cooper Kupp,Cooper Kupp,LUND,2,matched,00-0033908,C.Kupp,Cooper Kupp,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpaxi9rsedlg9sdr5quw",2025,2,REG,2025_02_SEA_PIT,SEA,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7,9,90,0,0,0,60,42,5,1.6931232286733575,0,1.5,0.3,0.22641509433962265,0.6084905660377358,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.0,16.0,0,0,,,,,,,,,,,,,
Bench,Xavier Legette,Xavier Legette,LUND,2,matched,00-0039342,X.Legette,Xavier Legette,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7",2025,2,REG,2025_02_CAR_ARI,CAR,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-0.5305159189738333,0,1,8,-2,0,0,0,33,1,0,-5.017915760341566,0,-0.06060606060606061,0.1509433962264151,0.088,0.28801509433962263,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,-0.2,0.8,0,0,,,,,,,,,,,,,
Bench,Jake Ferguson,Jake Ferguson,LUND,2,matched,00-0038041,J.Ferguson,Jake Ferguson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebdz1yf8ky2mscdvyv1v",2025,2,REG,2025_02_NYG_DAL,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,9,12,78,0,0,0,77,27,4,0.5828077613550704,0,1.0129870129870129,0.23076923076923078,0.22,0.5001538461538462,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.800000000000001,16.8,0,0,,,,,,,,,,,,,
Bench,Najee Harris,Najee Harris,LUND,2,matched,00-0036893,N.Harris,Najee Harris,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",2025,2,REG,2025_02_LAC_LV,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,8,28,0,0,0,2,-0.827330136904493,0,2,2,20,0,0,0,5,15,1,1.3881685344967991,0,4.0,0.07407407407407407,0.020491803278688523,0.12545537340619306,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.800000000000001,6.800000000000001,2,0,,,,,,,,,,,,,
Bench,Jordan Love,Jordan Love,LUND,2,matched,00-0036264,J.Love,Jordan Love,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",2025,2,REG,2025_02_WAS_GB,GB,WAS,19,31,292,2,0,2,-23,0,0,408,130,14,6.662380209949733,10.36571275304865,0,0.7156862745098039,3,12,0,0,0,1,0.3213787729619071,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,20.88,20.88,0,0,,,,,,,,,,,,,
QB,Jordan Love,Jordan Love,LUND,3,matched,00-0036264,J.Love,Jordan Love,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",2025,3,REG,2025_03_GB_CLE,GB,CLE,18,25,183,1,1,5,-34,0,0,48,137,8,-0.9422872209794448,-2.6773711442947388,0,3.8125,4,18,0,0,0,1,1.4942455049604177,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.120000000000001,11.120000000000001,0,0,,,,,,,,,,,,,
RB,Ashton Jeanty,Ashton Jeanty,LUND,3,matched,00-0040122,A.Jeanty,Ashton Jeanty,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",2025,3,REG,2025_03_LV_WAS,LV,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,63,0,0,0,3,-5.297071947614197,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,6.300000000000001,6.300000000000001,3,3,,,,,,,,,,,,,
RB,James Cook III,James Cook,LUND,3,matched,00-0037248,J.Cook,James Cook,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs",2025,3,REG,2025_03_MIA_BUF,BUF,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,19,108,1,0,0,6,2.3779587577446364,0,3,3,10,0,0,0,5,5,0,-0.9475014915806241,0,2.0,0.1111111111111111,0.04504504504504504,0.19819819819819817,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,17.8,20.8,6,4,,,,,,,,,,,,,
WR,Amon-Ra St. Brown,Amon-Ra St. Brown,LUND,3,matched,00-0036963,A.St. Brown,Amon-Ra St. Brown,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i",2025,3,REG,2025_03_DET_BAL,DET,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7,8,77,1,0,0,79,13,5,8.737624598029651,0,0.9746835443037974,0.3076923076923077,0.3744075829383886,0.7236237695953336,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,13.7,20.7,0,0,,,,,,,,,,,,,
WR,Garrett Wilson,Garrett Wilson,LUND,3,matched,00-0037740,G.Wilson,Garrett Wilson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",2025,3,REG,2025_03_NYJ_TB,NYJ,TB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,10,13,84,1,0,0,75,34,4,-1.2688585194438975,0,1.12,0.37142857142857144,0.4658385093167702,0.8832298136645962,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,14.4,24.4,0,0,,,,,,,,,,,,,
TE,Tucker Kraft,Tucker Kraft,LUND,3,matched,00-0038996,T.Kraft,Tucker Kraft,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yr6nj1zqaqg6nbdnxu3q",2025,3,REG,2025_03_GB_CLE,GB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,4,29,0,0,0,0,29,1,1.4153006534907036,0,0.0,0.16,0.0,0.24,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.9000000000000004,5.9,0,0,,,,,,,,,,,,,
FLEX,Zay Flowers,Zay Flowers,LUND,3,matched,00-0039064,Z.Flowers,Zay Flowers,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqqh8gmxdpo55qwpsszj",2025,3,REG,2025_03_DET_BAL,BAL,DET,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,3,13,0,0,0,9,14,1,0.27812237844057386,0,1.4444444444444444,0.10714285714285714,0.03169014084507042,0.182897384305835,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.3,3.3,0,0,,,,,,,,,,,,,
D/ST,Packers,GB Defense,LUND,3,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_03_GB_CLE,GB,CLE,8.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,13.0
K,Harrison Butker,Harrison Butker,LUND,3,matched,00-0033303,H.Butker,Harrison Butker,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ove4pmnrtqtuyta6rrlc",2025,3,REG,2025_03_KC_NYG,KC,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,54,0.75,0,1,0,1,1,0,0,0,0,1,0,0,54;48;28,40,,130,40,0,1,2,1,0,0.5,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,
Bench,Jerry Jeudy,Jerry Jeudy,LUND,3,matched,00-0036407,J.Jeudy,Jerry Jeudy,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025,3,REG,2025_03_GB_CLE,CLE,GB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,5,17,0,0,0,90,0,1,-0.23316486505791545,0,0.18888888888888888,0.15151515151515152,0.3543307086614173,0.4753042233357194,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.7000000000000002,2.7,0,0,,,,,,,,,,,,,
Bench,David Montgomery,David Montgomery,LUND,3,matched,00-0035685,D.Montgomery,David Montgomery,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeb6fq4zimgkksq7uari",2025,3,REG,2025_03_DET_BAL,DET,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,12,151,2,0,0,6,11.06655875328579,0,1,1,13,0,0,0,4,9,1,0.8287998861633241,0,3.25,0.038461538461538464,0.018957345971563982,0.07096244987240248,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,28.400000000000002,29.400000000000002,6,4,,,,,,,,,,,,,
Bench,Jayden Daniels,Jayden Daniels,LUND,3,bye_dnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
